Entity,Code,Year,Top 1% - Share (Pretax) (Estimated),Between 90th and 99th percentiles - Share (Pretax) (Estimated),Middle 40% - Share (Pretax) (Estimated),Bottom 50% - Share (Pretax) (Estimated)
Australia,AUS,1989,7.57,19.96,53.820004,18.65
Australia,AUS,1990,7.0600004,19.84,54.280003,18.81
Australia,AUS,1991,7,22.59,51.65,18.76
Australia,AUS,1992,6.87,22.390001,51.6,19.140001
Australia,AUS,1993,7.23,22.65,51.33,18.78
Australia,AUS,1994,7.59,22.75,51.1,18.56
Australia,AUS,1995,7.88,22.99,50.65,18.47
Australia,AUS,1996,8.29,22.65,50.379997,18.68
Australia,AUS,1997,7.5099998,22.83,51.13,18.539999
Australia,AUS,1998,8.13,22.939999,50.739998,18.199999
Australia,AUS,1999,8.33,22.82,50.86,17.99
Australia,AUS,2000,8.93,22.96,50.14,17.96
Australia,AUS,2001,8.940001,22.77,49.66,18.63
Australia,AUS,2002,9.39,23.25,49.69,17.68
Australia,AUS,2003,9.4800005,23.13,49.27,18.13
Australia,AUS,2004,9.92,23.37,48.64,18.07
Australia,AUS,2005,10.13,23.56,48.719997,17.59
Australia,AUS,2006,10,23.83,48.59,17.58
Australia,AUS,2007,10.79,23.35,47.98,17.880001
Australia,AUS,2008,10.51,23.800001,48.41,17.28
Australia,AUS,2009,10.94,24.18,47.22,17.66
Australia,AUS,2010,10.73,24.14,47.49,17.65
Australia,AUS,2011,10.88,24.27,47.09,17.76
Australia,AUS,2012,10.639999,24.439999,47.28,17.65
Australia,AUS,2013,10.39,24.429998,47.65,17.52
Australia,AUS,2014,10.73,24.130001,47.64,17.5
Australia,AUS,2015,10.19,24.289999,48.36,17.17
Australia,AUS,2016,9.660001,24.08,48.84,17.43
Australia,AUS,2017,10.0199995,24.34,48.35,17.3
Australia,AUS,2018,9.67,24.09,48.43,17.82
Australia,AUS,2022,9.91,23,49.85,17.23
Austria,AUT,2004,11.48,22.66,44.010002,21.85
Austria,AUT,2005,11.27,24.22,43.3,21.199999
Austria,AUT,2006,13.31,24.17,42.239998,20.28
Austria,AUT,2007,11.49,23.810001,43.67,21.03
Austria,AUT,2008,12.309999,23.22,43.25,21.21
Austria,AUT,2009,10.82,23.42,44.350002,21.41
Austria,AUT,2010,11.37,23.35,44.100002,21.189999
Austria,AUT,2011,11.110001,22.75,44.47,21.66
Austria,AUT,2012,8.2699995,23.62,45.68,22.43
Austria,AUT,2013,8.96,23.16,45.29,22.59
Austria,AUT,2014,11.1,22.98,44.190002,21.75
Austria,AUT,2015,10.16,23.15,44.72,21.98
Austria,AUT,2016,11.08,23.09,44.02,21.81
Austria,AUT,2022,10.719999,23.47,43.51,22.300001
Azerbaijan,AZE,1995,15.889999,26.980001,42.309998,14.820001
Azerbaijan,AZE,2002,13.92,24.130001,41.74,20.2
Azerbaijan,AZE,2003,13.29,24.16,42.29,20.26
Azerbaijan,AZE,2004,14.26,24.08,41.13,20.53
Azerbaijan,AZE,2022,15.889999,26.980001,42.309998,14.820001
Bahamas,BHS,2022,18.72,33.69,37.8,9.79
Bahrain,BHR,1995,20.83,33.46,34.99,10.719999
Bahrain,BHR,2005,20.17,32.54,36.51,10.79
Bahrain,BHR,2015,24.34,31.380001,34.04,10.2300005
Bahrain,BHR,2022,24.34,31.380001,34.04,10.2300005
Bangladesh,BGD,1983,11.64,24.88,43.5,19.97
Bangladesh,BGD,1985,13,25.91,42.12,18.98
Bangladesh,BGD,1988,14.300001,26.24,41.32,18.14
Bangladesh,BGD,1991,12.58,25.960001,42.609997,18.86
Bangladesh,BGD,1995,16.71,28.169998,38.870003,16.25
Bangladesh,BGD,2000,16.230001,28.259998,39.66,15.85
Bangladesh,BGD,2005,16.769999,28.71,39.36,15.16
Bangladesh,BGD,2010,16.36,27.27,40.32,16.060001
Bangladesh,BGD,2016,16.150002,26.24,40.52,17.09
Bangladesh,BGD,2022,11.64,24.88,43.5,19.97
Barbados,BRB,1980,23.75,32.190002,35.87,8.190001
Barbados,BRB,1981,23.64,32.29,35.9,8.16
Barbados,BRB,1982,23.53,32.4,35.94,8.13
Barbados,BRB,1983,23.42,32.510002,35.97,8.1
Barbados,BRB,1984,23.31,32.61,36.01,8.070001
Barbados,BRB,1985,23.19,32.73,36.04,8.030001
Barbados,BRB,1986,23.07,32.85,36.09,8
Barbados,BRB,1987,22.949999,32.96,36.12,7.96
Barbados,BRB,1988,22.83,33.079998,36.16,7.9300003
Barbados,BRB,1989,22.7,33.21,36.199997,7.8900003
Barbados,BRB,1990,22.58,33.32,36.239998,7.8500004
Barbados,BRB,1991,22.57,33.23,36.3,7.8900003
Barbados,BRB,1992,22.550001,33.149998,36.37,7.9300003
Barbados,BRB,1993,22.54,33.059998,36.44,7.9700003
Barbados,BRB,1994,22.53,32.97,36.489998,8
Barbados,BRB,1995,22.52,32.88,36.559998,8.04
Barbados,BRB,1996,22.51,32.8,36.62,8.070001
Barbados,BRB,1997,22.5,32.71,36.68,8.110001
Barbados,BRB,1998,22.490002,32.63,36.73,8.14
Barbados,BRB,1999,22.480001,32.550003,36.8,8.18
Barbados,BRB,2000,22.470001,32.47,36.86,8.21
Barbados,BRB,2001,22.310001,32.460003,36.98,8.26
Barbados,BRB,2002,22.16,32.440002,37.09,8.299999
Barbados,BRB,2003,22.02,32.43,37.22,8.349999
Barbados,BRB,2004,21.89,32.41,37.31,8.389999
Barbados,BRB,2005,21.76,32.4,37.41,8.429999
Barbados,BRB,2006,21.64,32.390003,37.5,8.46
Barbados,BRB,2007,21.529999,32.370003,37.6,8.5
Barbados,BRB,2008,21.42,32.36,37.69,8.53
Barbados,BRB,2009,21.31,32.350002,37.77,8.57
Barbados,BRB,2010,21.21,32.34,37.86,8.6
Barbados,BRB,2011,21.199999,31.830002,37.8,9.17
Barbados,BRB,2012,21.199999,31.32,37.75,9.74
Barbados,BRB,2013,21.199999,30.8,37.69,10.3
Barbados,BRB,2014,21.199999,30.300001,37.65,10.86
Barbados,BRB,2015,21.189999,29.800001,37.59,11.41
Barbados,BRB,2016,21.189999,29.300001,37.55,11.97
Barbados,BRB,2017,21.189999,28.8,37.49,12.51
Barbados,BRB,2018,21.18,28.32,37.44,13.06
Barbados,BRB,2019,21.18,27.829998,37.41,13.6
Barbados,BRB,2020,21.18,27.34,37.34,14.129999
Barbados,BRB,2021,21.18,27.34,37.34,14.129999
Barbados,BRB,2022,21.18,27.34,37.34,14.129999
Belarus,BLR,1993,8.66,21.259998,44.920002,25.16
Belarus,BLR,1995,12.4,22.220001,44.72,20.65
Belarus,BLR,1999,11.93,24.97,44.61,18.48
Belarus,BLR,2000,12.25,24.68,44.190002,18.89
Belarus,BLR,2001,11.93,24.2,44.02,19.859999
Belarus,BLR,2002,12.05,24.08,43.86,20.01
Belarus,BLR,2003,10.639999,23.94,44.850002,20.57
Belarus,BLR,2004,10,23.51,45.15,21.34
Belarus,BLR,2005,10.05,23.630001,45.18,21.14
Belarus,BLR,2006,10.25,23.6,45,21.14
Belarus,BLR,2007,12.030001,24.11,43.94,19.91
Belarus,BLR,2008,11.76,23.65,44.420002,20.17
Belarus,BLR,2009,11.38,23.66,44.06,20.900002
Belarus,BLR,2010,10,24.47,44.73,20.800001
Belarus,BLR,2011,12.47,24.01,44.25,19.27
Belarus,BLR,2012,11.69,23.37,44.260002,20.69
Belarus,BLR,2013,10.38,22.480001,44.37,22.75
Belarus,BLR,2014,10.65,23.24,44.02,22.1
Belarus,BLR,2015,9.03,23.08,45.09,22.779999
Belarus,BLR,2016,9.54,23.019999,44.68,22.77
Belarus,BLR,2017,10.13,22.859999,44.73,22.29
Belarus,BLR,2018,9.95,22.98,44.420002,22.65
Belarus,BLR,2022,8.66,21.259998,44.920002,25.16
Belgium,BEL,1985,7.5000005,23.7,47.13,21.67
Belgium,BEL,1988,8.91,24.46,45.95,20.68
Belgium,BEL,1991,7.87,24.51,46.51,21.1
Belgium,BEL,1992,7.57,24.439999,46.9,21.09
Belgium,BEL,1993,7.56,24.539999,47.01,20.880001
Belgium,BEL,1994,8.190001,24.779999,46.079998,20.94
Belgium,BEL,1995,8.05,24.42,46.75,20.78
Belgium,BEL,1996,8.309999,24.439999,46.71,20.550001
Belgium,BEL,1997,8.32,24.529999,46.66,20.49
Belgium,BEL,1998,8.13,24.47,47.25,20.15
Belgium,BEL,1999,8.22,24.519999,47.32,19.93
Belgium,BEL,2000,8.190001,24.41,47.4,20
Belgium,BEL,2001,7.96,24.22,47.54,20.29
Belgium,BEL,2002,7.63,23.94,47.93,20.49
Belgium,BEL,2003,7.67,23.87,48.33,20.14
Belgium,BEL,2004,8.5199995,23.69,47.72,20.08
Belgium,BEL,2005,8.26,23.44,50.96,17.34
Belgium,BEL,2006,8.81,23.44,48.93,18.81
Belgium,BEL,2007,9.32,23.800001,46.1,20.79
Belgium,BEL,2008,8.83,23.27,46.3,21.6
Belgium,BEL,2009,7.9400005,23.19,46.93,21.95
Belgium,BEL,2010,7.6899996,23.67,47.920002,20.710001
Belgium,BEL,2011,7.8900003,23.16,47.56,21.4
Belgium,BEL,2012,8.37,22.93,47.1,21.6
Belgium,BEL,2013,8.25,23.36,47.06,21.33
Belgium,BEL,2014,8.389999,23.41,46.99,21.199999
Belgium,BEL,2015,8.429999,23.38,47.09,21.1
Belgium,BEL,2016,8.58,23.53,46.65,21.23
Belgium,BEL,2017,8.44,23.33,46.88,21.349998
Belgium,BEL,2022,7.4500003,22.09,47.66,22.8
Belize,BLZ,2022,18.72,33.69,37.8,9.79
Benin,BEN,2003,16.35,32.480003,37.3,13.879999
Benin,BEN,2011,15.33,36.57,36.199997,11.900001
Benin,BEN,2015,17.51,37.239998,33.829998,11.42
Benin,BEN,2022,14.030001,32.91,38.84,14.219999
Bermuda,BMU,1980,8.85,26.49,43.45,21.21
Bermuda,BMU,1981,9,26.429998,43.399998,21.17
Bermuda,BMU,1982,9.139999,26.390001,43.35,21.13
Bermuda,BMU,1983,9.29,26.33,43.29,21.08
Bermuda,BMU,1984,9.440001,26.28,43.239998,21.04
Bermuda,BMU,1985,9.6,26.210001,43.19,21
Bermuda,BMU,1986,9.76,26.15,43.14,20.95
Bermuda,BMU,1987,9.92,26.1,43.07,20.900002
Bermuda,BMU,1988,10.08,26.039999,43.01,20.86
Bermuda,BMU,1989,10.25,25.98,42.96,20.810001
Bermuda,BMU,1990,10.42,25.92,42.91,20.76
Bermuda,BMU,1991,10.7,25.949999,42.6,20.75
Bermuda,BMU,1992,10.96,25.99,42.3,20.75
Bermuda,BMU,1993,11.22,26.03,42,20.75
Bermuda,BMU,1994,11.469999,26.06,41.72,20.74
Bermuda,BMU,1995,11.72,26.089998,41.45,20.74
Bermuda,BMU,1996,11.95,26.13,41.2,20.730001
Bermuda,BMU,1997,12.179999,26.159998,40.93,20.730001
Bermuda,BMU,1998,12.4,26.19,40.7,20.730001
Bermuda,BMU,1999,12.610001,26.22,40.44,20.720001
Bermuda,BMU,2000,12.82,26.249998,40.21,20.720001
Bermuda,BMU,2001,13.2,26.750002,39.78,20.27
Bermuda,BMU,2002,13.58,27.22,39.37,19.83
Bermuda,BMU,2003,13.940001,27.7,38.96,19.400002
Bermuda,BMU,2004,14.290001,28.169998,38.56,18.98
Bermuda,BMU,2005,14.64,28.619999,38.18,18.57
Bermuda,BMU,2006,14.9800005,29.06,37.8,18.17
Bermuda,BMU,2007,15.309999,29.49,37.42,17.78
Bermuda,BMU,2008,15.639999,29.9,37.079998,17.39
Bermuda,BMU,2009,15.950001,30.32,36.7,17.02
Bermuda,BMU,2010,16.26,30.73,36.35,16.65
Bermuda,BMU,2011,16.240002,30.939999,36.26,16.55
Bermuda,BMU,2012,16.220001,31.150002,36.17,16.45
Bermuda,BMU,2013,16.2,31.34,36.1,16.36
Bermuda,BMU,2014,16.18,31.529999,36.02,16.27
Bermuda,BMU,2015,16.17,31.71,35.94,16.19
Bermuda,BMU,2016,16.150002,31.880001,35.86,16.11
Bermuda,BMU,2017,16.130001,32.05,35.78,16.03
Bermuda,BMU,2018,16.12,32.2,35.72,15.96
Bermuda,BMU,2019,16.1,32.36,35.65,15.889999
Bermuda,BMU,2020,16.09,32.5,35.58,15.82
Bermuda,BMU,2021,16.09,32.5,35.58,15.82
Bermuda,BMU,2022,16.09,32.5,35.58,15.82
Bhutan,BTN,2003,18.08,31.11,38.550003,12.25
Bhutan,BTN,2007,15.59,29.53,41.03,13.85
Bhutan,BTN,2012,17.51,28.9,39.449997,14.139999
Bhutan,BTN,2017,14,28.14,42.82,15.04
Bhutan,BTN,2022,18.08,31.11,38.550003,12.25
Bolivia,BOL,2022,18.72,33.69,37.8,9.79
Bonaire Sint Eustatius and Saba,BES,1980,23.75,32.190002,35.87,8.190001
Bonaire Sint Eustatius and Saba,BES,1981,23.64,32.29,35.9,8.16
Bonaire Sint Eustatius and Saba,BES,1982,23.53,32.4,35.94,8.13
Bonaire Sint Eustatius and Saba,BES,1983,23.42,32.510002,35.97,8.1
Bonaire Sint Eustatius and Saba,BES,1984,23.31,32.61,36.01,8.070001
Bonaire Sint Eustatius and Saba,BES,1985,23.19,32.73,36.04,8.030001
Bonaire Sint Eustatius and Saba,BES,1986,23.07,32.85,36.09,8
Bonaire Sint Eustatius and Saba,BES,1987,22.949999,32.96,36.12,7.96
Bonaire Sint Eustatius and Saba,BES,1988,22.83,33.079998,36.16,7.9300003
Bonaire Sint Eustatius and Saba,BES,1989,22.7,33.21,36.199997,7.8900003
Bonaire Sint Eustatius and Saba,BES,1990,22.58,33.32,36.239998,7.8500004
Bonaire Sint Eustatius and Saba,BES,1991,22.57,33.23,36.3,7.8900003
Bonaire Sint Eustatius and Saba,BES,1992,22.550001,33.149998,36.37,7.9300003
Bonaire Sint Eustatius and Saba,BES,1993,22.54,33.059998,36.44,7.9700003
Bonaire Sint Eustatius and Saba,BES,1994,22.53,32.97,36.489998,8
Bonaire Sint Eustatius and Saba,BES,1995,22.52,32.88,36.559998,8.04
Bonaire Sint Eustatius and Saba,BES,1996,22.51,32.8,36.62,8.070001
Bonaire Sint Eustatius and Saba,BES,1997,22.5,32.71,36.68,8.110001
Bonaire Sint Eustatius and Saba,BES,1998,22.490002,32.63,36.73,8.14
Bonaire Sint Eustatius and Saba,BES,1999,22.480001,32.550003,36.8,8.18
Bonaire Sint Eustatius and Saba,BES,2000,22.470001,32.47,36.86,8.21
Bonaire Sint Eustatius and Saba,BES,2001,22.310001,32.460003,36.98,8.26
Bonaire Sint Eustatius and Saba,BES,2002,22.16,32.440002,37.09,8.299999
Bonaire Sint Eustatius and Saba,BES,2003,22.02,32.43,37.22,8.349999
Bonaire Sint Eustatius and Saba,BES,2004,21.89,32.41,37.31,8.389999
Bonaire Sint Eustatius and Saba,BES,2005,21.76,32.4,37.41,8.429999
Bonaire Sint Eustatius and Saba,BES,2006,21.64,32.390003,37.5,8.46
Bonaire Sint Eustatius and Saba,BES,2007,21.529999,32.370003,37.6,8.5
Bonaire Sint Eustatius and Saba,BES,2008,21.42,32.36,37.69,8.53
Bonaire Sint Eustatius and Saba,BES,2009,21.31,32.350002,37.77,8.57
Bonaire Sint Eustatius and Saba,BES,2010,21.21,32.34,37.86,8.6
Bonaire Sint Eustatius and Saba,BES,2011,21.199999,31.830002,37.8,9.17
Bonaire Sint Eustatius and Saba,BES,2012,21.199999,31.32,37.75,9.74
Bonaire Sint Eustatius and Saba,BES,2013,21.199999,30.8,37.69,10.3
Bonaire Sint Eustatius and Saba,BES,2014,21.199999,30.300001,37.65,10.86
Bonaire Sint Eustatius and Saba,BES,2015,21.189999,29.800001,37.59,11.41
Bonaire Sint Eustatius and Saba,BES,2016,21.189999,29.300001,37.55,11.97
Bonaire Sint Eustatius and Saba,BES,2017,21.189999,28.8,37.49,12.51
Bonaire Sint Eustatius and Saba,BES,2018,21.18,28.32,37.44,13.06
Bonaire Sint Eustatius and Saba,BES,2019,21.18,27.829998,37.41,13.6
Bonaire Sint Eustatius and Saba,BES,2020,21.18,27.34,37.34,14.129999
Bonaire Sint Eustatius and Saba,BES,2021,21.18,27.34,37.34,14.129999
Bonaire Sint Eustatius and Saba,BES,2022,21.18,27.34,37.34,14.129999
Bosnia and Herzegovina,BIH,1980,6.8999996,21.03,48.85,23.23
Bosnia and Herzegovina,BIH,1981,6.8999996,21.03,48.85,23.23
Bosnia and Herzegovina,BIH,1982,6.91,21.02,48.85,23.22
Bosnia and Herzegovina,BIH,1983,6.8999996,21.02,48.85,23.23
Bosnia and Herzegovina,BIH,1984,7.43,21.49,48.59,22.490002
Bosnia and Herzegovina,BIH,1985,7.0600004,21.25,48.949997,22.74
Bosnia and Herzegovina,BIH,1986,6.52,21.42,49.93,22.12
Bosnia and Herzegovina,BIH,1987,7.25,21.55,48.96,22.23
Bosnia and Herzegovina,BIH,1990,6.4,20.960001,49.63,23.01
Bosnia and Herzegovina,BIH,2001,8.87,23.720001,48.51,18.9
Bosnia and Herzegovina,BIH,2004,8.88,25.43,47.86,17.83
Bosnia and Herzegovina,BIH,2007,8.65,25.21,48.18,17.97
Bosnia and Herzegovina,BIH,2011,9.76,25.04,47.4,17.79
Bosnia and Herzegovina,BIH,2015,9.86,24.83,47.08,18.22
Bosnia and Herzegovina,BIH,2022,9.440001,24.81,47.37,18.38
Botswana,BWA,1985,21.8,38.9,31.369999,7.9300003
Botswana,BWA,1993,36.079998,33.3,24.47,6.15
Botswana,BWA,2002,27.880001,41.7,25.55,4.88
Botswana,BWA,2009,29.4,37.93,26.550001,6.12
Botswana,BWA,2015,22.74,36.52,32.620003,8.120001
Botswana,BWA,2022,22.74,36.52,32.620003,8.120001
Brazil,BRA,2001,20.91,37.19,32.59,9.309999
Brazil,BRA,2002,21.97,37.32,31.54,9.179999
Brazil,BRA,2003,22.310001,36.53,31.690002,9.46
Brazil,BRA,2004,21.86,35.91,32.480003,9.75
Brazil,BRA,2005,22.24,37.62,30.849998,9.28
Brazil,BRA,2006,23.42,36.75,30.4,9.43
Brazil,BRA,2007,23.83,34.760002,31.3,10.11
Brazil,BRA,2008,23.38,35.66,30.77,10.19
Brazil,BRA,2009,22.24,36.42,31.009998,10.33
Brazil,BRA,2010,23.46,35.989998,30.300001,10.25
Brazil,BRA,2011,24.66,35.56,29.62,10.17
Brazil,BRA,2012,25.380001,33.98,30.06,10.58
Brazil,BRA,2013,23.65,34.71,30.86,10.78
Brazil,BRA,2014,24,34.670002,30.66,10.69
Brazil,BRA,2015,22.74,37.12,29.85,10.29
Brazil,BRA,2016,21.09,37.83,31.349998,9.72
Brazil,BRA,2017,20.87,37.52,31.89,9.7300005
Brazil,BRA,2018,20.67,37.38,32.18,9.77
Brazil,BRA,2019,20.34,36.73,32.81,10.13
Brazil,BRA,2022,19.74,37.04,34.23,8.99
British Virgin Islands,VGB,1980,23.75,32.190002,35.87,8.190001
British Virgin Islands,VGB,1981,23.64,32.29,35.9,8.16
British Virgin Islands,VGB,1982,23.53,32.4,35.94,8.13
British Virgin Islands,VGB,1983,23.42,32.510002,35.97,8.1
British Virgin Islands,VGB,1984,23.31,32.61,36.01,8.070001
British Virgin Islands,VGB,1985,23.19,32.73,36.04,8.030001
British Virgin Islands,VGB,1986,23.07,32.85,36.09,8
British Virgin Islands,VGB,1987,22.949999,32.96,36.12,7.96
British Virgin Islands,VGB,1988,22.83,33.079998,36.16,7.9300003
British Virgin Islands,VGB,1989,22.7,33.21,36.199997,7.8900003
British Virgin Islands,VGB,1990,22.58,33.32,36.239998,7.8500004
British Virgin Islands,VGB,1991,22.57,33.23,36.3,7.8900003
British Virgin Islands,VGB,1992,22.550001,33.149998,36.37,7.9300003
British Virgin Islands,VGB,1993,22.54,33.059998,36.44,7.9700003
British Virgin Islands,VGB,1994,22.53,32.97,36.489998,8
British Virgin Islands,VGB,1995,22.52,32.88,36.559998,8.04
British Virgin Islands,VGB,1996,22.51,32.8,36.62,8.070001
British Virgin Islands,VGB,1997,22.5,32.71,36.68,8.110001
British Virgin Islands,VGB,1998,22.490002,32.63,36.73,8.14
British Virgin Islands,VGB,1999,22.480001,32.550003,36.8,8.18
British Virgin Islands,VGB,2000,22.470001,32.47,36.86,8.21
British Virgin Islands,VGB,2001,22.310001,32.460003,36.98,8.26
British Virgin Islands,VGB,2002,22.16,32.440002,37.09,8.299999
British Virgin Islands,VGB,2003,22.02,32.43,37.22,8.349999
British Virgin Islands,VGB,2004,21.89,32.41,37.31,8.389999
British Virgin Islands,VGB,2005,21.76,32.4,37.41,8.429999
British Virgin Islands,VGB,2006,21.64,32.390003,37.5,8.46
British Virgin Islands,VGB,2007,21.529999,32.370003,37.6,8.5
British Virgin Islands,VGB,2008,21.42,32.36,37.69,8.53
British Virgin Islands,VGB,2009,21.31,32.350002,37.77,8.57
British Virgin Islands,VGB,2010,21.21,32.34,37.86,8.6
British Virgin Islands,VGB,2011,21.199999,31.830002,37.8,9.17
British Virgin Islands,VGB,2012,21.199999,31.32,37.75,9.74
British Virgin Islands,VGB,2013,21.199999,30.8,37.69,10.3
British Virgin Islands,VGB,2014,21.199999,30.300001,37.65,10.86
British Virgin Islands,VGB,2015,21.189999,29.800001,37.59,11.41
British Virgin Islands,VGB,2016,21.189999,29.300001,37.55,11.97
British Virgin Islands,VGB,2017,21.189999,28.8,37.49,12.51
British Virgin Islands,VGB,2018,21.18,28.32,37.44,13.06
British Virgin Islands,VGB,2019,21.18,27.829998,37.41,13.6
British Virgin Islands,VGB,2020,21.18,27.34,37.34,14.129999
British Virgin Islands,VGB,2021,21.18,27.34,37.34,14.129999
British Virgin Islands,VGB,2022,21.18,27.34,37.34,14.129999
Brunei,BRN,2005,12.44,23.960001,45,18.6
Brunei,BRN,2011,12.41,23.01,44.52,20.07
Brunei,BRN,2016,13.249999,23.55,44.06,19.140001
Brunei,BRN,2022,12.44,23.960001,45,18.6
Bulgaria,BGR,1980,3.2900002,18.09,51.96,26.660002
Bulgaria,BGR,1981,3.52,18.109999,51.18,27.18
Bulgaria,BGR,1982,5.45,19.210001,49.53,25.82
Bulgaria,BGR,1983,5.42,18.970001,48.73,26.88
Bulgaria,BGR,1984,5.13,18.76,49.59,26.53
Bulgaria,BGR,1985,4.21,18.16,50.6,27.03
Bulgaria,BGR,1986,3.3500001,17.58,51.55,27.52
Bulgaria,BGR,1987,2.18,15.940001,53.359997,28.52
Bulgaria,BGR,1988,2.05,15.469999,54.070004,28.41
Bulgaria,BGR,1989,4.5,18.25,49.739998,27.509998
Bulgaria,BGR,1990,5.68,19.88,48.46,25.98
Bulgaria,BGR,1991,7.9700003,21.16,47.2,23.67
Bulgaria,BGR,1992,9.51,23.05,45.989998,21.449999
Bulgaria,BGR,1993,10.47,23.16,45.76,20.62
Bulgaria,BGR,1994,12.720001,26.230001,42.51,18.55
Bulgaria,BGR,1995,13.809999,26.710001,41.710003,17.78
Bulgaria,BGR,1996,12.83,26.039999,42.57,18.56
Bulgaria,BGR,1997,12.179999,25.83,43.41,18.58
Bulgaria,BGR,1998,11.17,24.95,44.34,19.53
Bulgaria,BGR,1999,10.89,25.21,44.09,19.81
Bulgaria,BGR,2000,10.24,24.779999,44.780003,20.19
Bulgaria,BGR,2001,11.200001,25.02,44.12,19.68
Bulgaria,BGR,2006,11.509999,24.12,46.02,18.35
Bulgaria,BGR,2009,11.87,23.59,44.850002,19.689999
Bulgaria,BGR,2010,11.88,23.42,45.25,19.45
Bulgaria,BGR,2011,12.540001,23.01,44.97,19.48
Bulgaria,BGR,2012,13.959999,23.57,44.08,18.39
Bulgaria,BGR,2013,12.610001,23.44,44.33,19.63
Bulgaria,BGR,2014,13.879999,24.07,43.73,18.33
Bulgaria,BGR,2015,14.26,24.82,42.98,17.94
Bulgaria,BGR,2016,18.26,24.97,40.25,16.52
Bulgaria,BGR,2017,20.1,24.85,39.1,15.950001
Bulgaria,BGR,2018,19.85,25.09,39.010002,16.060001
Bulgaria,BGR,2022,18.69,25.490002,39.55,16.26
Burkina Faso,BFA,1994,21.269999,36.68,31.970001,10.09
Burkina Faso,BFA,1998,26.72,35.31,28.25,9.72
Burkina Faso,BFA,2003,16.9,34.44,36.719997,11.940001
Burkina Faso,BFA,2009,17.17,32.84,36.62,13.37
Burkina Faso,BFA,2014,14.56,32.7,37.71,15.04
Burkina Faso,BFA,2022,15.559999,39.28,34.8,10.360001
Burundi,BDI,1992,12.530001,30.38,40.9,16.2
Burundi,BDI,1998,17.470001,32.95,36.76,12.82
Burundi,BDI,2006,12.87,32.27,39.14,15.719999
Burundi,BDI,2013,14.740001,33.649998,37.59,14.02
Burundi,BDI,2022,14.740001,33.649998,37.59,14.02
Cambodia,KHM,2010,27.66,28.080002,34.45,9.8
Cambodia,KHM,2011,19.37,27.31,40.19,13.13
Cambodia,KHM,2012,18.4,27.12,40.81,13.68
Cambodia,KHM,2013,20.75,27.050001,38.74,13.46
Cambodia,KHM,2022,26.789999,28.95,35.47,8.780001
Cameroon,CMR,1996,18.49,35.82,34.18,11.509999
Cameroon,CMR,2001,19.15,32.63,35.85,12.38
Cameroon,CMR,2007,15.67,34.66,37.73,11.940001
Cameroon,CMR,2014,15.85,36.199997,37.31,10.629999
Cameroon,CMR,2022,15.85,36.199997,37.31,10.629999
Canada,CAN,1921,13.75,35.71,34.2,16.34
Canada,CAN,1922,11.31,28.73,40.86,19.11
Canada,CAN,1923,10.43,23.67,45.08,20.810001
Canada,CAN,1924,10.54,24.22,44.64,20.61
Canada,CAN,1925,9.53,24.11,45.43,20.94
Canada,CAN,1926,10.11,23.960001,45.13,20.800001
Canada,CAN,1927,10.599999,24.19,44.58,20.630001
Canada,CAN,1928,11.12,24.51,43.99,20.37
Canada,CAN,1929,11.38,24.81,43.57,20.24
Canada,CAN,1930,11.78,25.82,42.59,19.81
Canada,CAN,1931,12.52,29.960001,39.1,18.42
Canada,CAN,1932,13.64,33.98,35.49,16.89
Canada,CAN,1933,14.110001,35.81,33.85,16.230001
Canada,CAN,1934,14.110001,35.81,33.85,16.230001
Canada,CAN,1935,12.99,32.58,36.92,17.51
Canada,CAN,1936,12.99,32.58,36.92,17.51
Canada,CAN,1937,12.24,29.910002,39.309998,18.55
Canada,CAN,1938,14.27,33.55,35.33,16.85
Canada,CAN,1939,12.84,31.420002,37.84,17.92
Canada,CAN,1940,11,28.169998,41.530003,19.29
Canada,CAN,1941,9.72,25.310001,44.440002,20.52
Canada,CAN,1942,8.1,21.76,48.100002,22.03
Canada,CAN,1943,7.6899996,21.93,48.24,22.14
Canada,CAN,1944,7.1500006,20.86,49.42,22.57
Canada,CAN,1945,7.27,20.67,49.47,22.59
Canada,CAN,1946,7.71,20.61,49.219997,22.460001
Canada,CAN,1947,7.91,20.76,48.93,22.400002
Canada,CAN,1948,7.4500003,19.96,49.829998,22.76
Canada,CAN,1949,7.7299995,21.03,48.859997,22.390001
Canada,CAN,1950,7.8500004,20.92,48.85,22.390001
Canada,CAN,1951,7.17,19.9,50.059998,22.869999
Canada,CAN,1952,7.0600004,20.16,49.9,22.88
Canada,CAN,1953,7.1099997,20.92,49.37,22.61
Canada,CAN,1954,7.4900002,21.69,48.52,22.300001
Canada,CAN,1955,7.3399997,21.31,48.96,22.400002
Canada,CAN,1956,6.9300003,20.98,49.45,22.65
Canada,CAN,1957,6.99,21.43,49.11,22.470001
Canada,CAN,1958,7.16,21.78,48.69,22.36
Canada,CAN,1959,7.0699997,21.93,48.649998,22.35
Canada,CAN,1960,7.1500006,22.19,48.43,22.23
Canada,CAN,1961,7.27,22.58,48.06,22.08
Canada,CAN,1962,6.87,21.64,49.039997,22.45
Canada,CAN,1963,6.69,21.47,49.29,22.550001
Canada,CAN,1964,6.87,21.64,49.03,22.460001
Canada,CAN,1965,6.7100005,21.289999,49.35,22.65
Canada,CAN,1966,6.48,21.11,49.62,22.789999
